"CASE";"OFFENSE";"OFFENSE DESCRIPTION";"REPORT DATE";"OCC DATE";"DAY OF WEEK";"LOCATION";"Location 1"
"SL201383537";"2404-0";"STOLEN VEHICLE";"2013-06-01 08:49:00";"2013-05-31 21:30:00";"6";"900 S MCCLELLAND ST Salt Lake City Utah  (40.74971393800047, -111.8610333039997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201383554";"2499-13";"STOLEN VEHICLE";"2013-06-01 09:55:00";"2013-05-31 22:30:00";"6";"900 S 800 E Salt Lake City Utah  (40.7496739610005, -111.86820239499968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138374";"2499-16";"STOLEN VEHICLE";"2013-01-17 08:58:00";"2013-01-13 16:30:00";"1";"300 E 1ST AVE Salt Lake City Utah  (40.77054589400046, -111.88044691999971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201383788";"2499-13";"STOLEN VEHICLE";"2013-06-01 17:56:00";"2013-06-01 17:56:00";"7";"1300 S EMERY ST Salt Lake City Utah  (40.741420045000496, -111.92471648699967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138409";"2499-13";"STOLEN VEHICLE";"2013-01-17 10:10:00";"2013-01-17 10:10:00";"5";"600 N 3800 W Salt Lake City Utah  (40.78230238100048, -111.98006285199972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384101";"2499-16";"STOLEN VEHICLE";"2013-06-02 02:33:00";"2013-06-02 02:33:00";"1";"00 S RIO GRANDE ST Salt Lake City Utah  (40.76451600700045, -111.90408205999967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384117";"2499-13";"STOLEN VEHICLE";"2013-06-02 03:38:00";"2013-06-02 03:38:00";"1";"600 E 4TH AVE Salt Lake City Utah  (40.77394587600048, -111.87144878899971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384137";"2408-0";"STOLEN VEHICLE";"2013-06-02 05:24:00";"2013-06-02 05:24:00";"1";"1300 S MAIN ST Salt Lake City Utah  (40.7415120870005, -111.89111371099972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384166";"2499-17";"STOLEN VEHICLE";"2013-06-02 07:43:00";"2013-06-02 07:20:00";"1";"200 S 200 E Salt Lake City Utah  (40.76493421900045, -111.8853932129997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384203";"2408-0";"STOLEN VEHICLE";"2013-06-02 09:47:00";"2013-06-02 09:47:00";"1";"100 E 100 S Salt Lake City Utah  (40.76715372600046, -111.88810808899967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384347";"2499-16";"STOLEN VEHICLE";"2013-06-02 15:17:00";"2013-06-02 15:17:00";"1";"1300 W ARAPAHOE AVE Salt Lake City Utah  (40.75502953500046, -111.92836516999967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384478";"2499-17";"STOLEN VEHICLE";"2013-06-02 19:48:00";"2013-06-02 19:48:00";"1";"400 N REDWOOD RD Salt Lake City Utah  (40.77823088400049, -111.93937004599968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138471";"2404-0";"STOLEN VEHICLE";"2013-01-17 12:21:00";"2013-01-16 23:00:00";"4";"600 S REDWOOD RD Salt Lake City Utah  (40.7561771070005, -111.93906526499967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384721";"2499-13";"STOLEN VEHICLE";"2013-06-03 09:24:00";"2013-06-01 14:00:00";"7";"1600 W DALTON AVE Salt Lake City Utah  (40.7459520860005, -111.9378283579997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384732";"2499-13";"STOLEN VEHICLE";"2013-06-03 09:24:00";"2013-06-01 14:00:00";"7";"1600 W DALTON AVE Salt Lake City Utah  (40.7459520860005, -111.9378283579997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138476";"2499-13";"STOLEN VEHICLE";"2013-01-17 12:30:00";"2013-01-17 12:30:00";"5";"200 N BLISS CT Salt Lake City Utah  (40.77439153400047, -111.90708283799967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384835";"2499-13";"STOLEN VEHICLE";"2013-06-03 12:50:00";"2013-05-31 19:00:00";"6";"400 S CONCORD ST Salt Lake City Utah  (40.76055426100049, -111.9270635149997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201384966";"2499-14";"STOLEN VEHICLE";"2013-06-03 16:55:00";"2013-05-27 16:55:00";"2";"1700 S DENVER ST Salt Lake City Utah  (40.752470005000475, -111.87787761899972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385004";"2499-14";"STOLEN VEHICLE";"2013-06-03 17:18:00";"2013-06-03 17:18:00";"2";"PUEBLO ST / PIERPONT AVE Salt Lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385048";"2499-14";"STOLEN VEHICLE";"2013-06-03 18:14:00";"2013-06-03 18:14:00";"2";"900 E 2100 S Salt Lake City Utah  (40.72539374100046, -111.8652398109997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385116";"2499-14";"STOLEN VEHICLE";"2013-06-03 20:21:00";"2013-06-03 20:21:00";"2";"1200 E STRATFORD AVE Salt Lake City Utah  (40.71546522600045, -111.8559490079997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385455";"2499-13";"STOLEN VEHICLE";"2013-06-04 11:55:00";"2013-06-04 11:55:00";"3";"1000 W 500 N Salt Lake City Utah  (40.78022019400049, -111.91980433599969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385495";"2499-13";"STOLEN VEHICLE";"2013-06-04 13:08:00";"2013-06-04 13:08:00";"3";"1100 E 300 S Salt Lake City Utah  (40.76281387600045, -111.85947837299972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385542";"2499-14";"STOLEN VEHICLE";"2013-06-04 14:34:00";"2013-06-04 14:34:00";"3";"500 S FULTON ST Salt Lake City Utah  (40.758340518000466, -111.96294459099971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385900";"2499-17";"STOLEN VEHICLE";"2013-06-05 05:34:00";"2013-06-05 05:34:00";"4";"500 S NAVAJO ST Salt Lake City Utah  (40.758371217000445, -111.92952202399971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385905";"2499-17";"STOLEN VEHICLE";"2013-06-05 07:15:00";"2013-06-05 06:30:00";"4";"100 W 500 S Salt Lake City Utah  (40.75851027200048, -111.89406707599971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201385921";"2499-17";"STOLEN VEHICLE";"2013-06-05 07:43:00";"2013-06-05 07:43:00";"4";"300 E 900 S Salt Lake City Utah  (40.749763327000494, -111.88239988899971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386078";"2499-14";"STOLEN VEHICLE";"2013-06-05 14:14:00";"2013-06-05 14:14:00";"4";"1200 E 2100 S Salt Lake City Utah  (40.72537602700049, -111.8566575369997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386307";"2499-16";"STOLEN VEHICLE";"2013-06-05 20:18:00";"2013-06-05 08:15:00";"4";"400 E 2100 S Salt Lake City Utah  (40.72542474000045, -111.87954803099967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386317";"2499-17";"STOLEN VEHICLE";"2013-06-05 20:36:00";"2013-06-05 20:36:00";"4";"1700 S 1045 W Salt Lake City Utah  (40.73341265100049, -111.92107258899966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386461";"2499-17";"STOLEN VEHICLE";"2013-06-06 02:33:00";"2013-06-05 22:30:00";"4";"2500 E ELM AVE Salt Lake City Utah  (40.72431326900045, -111.81912944699968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386477";"2499-13";"STOLEN VEHICLE";"2013-06-06 05:33:00";"2013-06-06 05:33:00";"5";"2800 E 2100 S Salt Lake City Utah  (40.725782377000485, -111.81022650499972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386482";"2407-0";"STOLEN VEHICLE";"2013-06-06 06:49:00";"2013-06-06 06:49:00";"5";"500 N PAMELA WAY Salt Lake City Utah  (40.78040408600049, -111.94283993399966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386487";"2499-13";"STOLEN VEHICLE";"2013-06-06 06:54:00";"2013-06-06 06:54:00";"5";"1800 W ANTILLES DR Salt Lake City Utah  (40.79507275900045, -111.94275235299972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386521";"2407-0";"STOLEN VEHICLE";"2013-06-06 08:51:00";"2013-06-06 08:51:00";"5";"500 N JENSEN MEADOW LN Salt Lake City Utah  (40.7807020300005, -111.94140307699968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386540";"2499-17";"STOLEN VEHICLE";"2013-06-06 09:39:00";"2013-06-06 09:39:00";"5";"1800 W MORTON DR Salt Lake City Utah  (40.79867962800046, -111.9427937969997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386631";"2499-17";"STOLEN VEHICLE";"2013-06-06 12:39:00";"2013-06-05 22:00:00";"4";"1800 E LAIRD AVE Salt Lake City Utah  (40.74248522100049, -111.83925030899968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386665";"2499-13";"STOLEN VEHICLE";"2013-06-06 13:25:00";"2013-06-06 05:30:00";"5";"600 N 800 W Salt Lake City Utah  (40.78249111100047, -111.91394245299966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386828";"2499-15";"STOLEN VEHICLE";"2013-06-06 18:31:00";"2013-06-06 18:31:00";"5";"00 W FREMONT AVE Salt Lake City Utah  (40.745277703000454, -111.9203099929997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201386940";"2499-14";"STOLEN VEHICLE";"2013-06-06 21:53:00";"2013-06-06 21:53:00";"5";"500 S GLADIOLA ST Salt Lake City Utah  (40.75830007900049, -111.9721531349997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387007";"2499-17";"STOLEN VEHICLE";"2013-06-07 00:30:00";"2013-06-06 11:00:00";"5";"2600 E SUNNYSIDE AVE Salt Lake City Utah  (40.75083785400045, -111.81660733899969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387070";"2499-14";"STOLEN VEHICLE";"2013-06-07 07:04:00";"2013-06-07 07:04:00";"6";"WASATCH AVE / PUEBLO ST Salt Lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387161";"2499-13";"STOLEN VEHICLE";"2013-06-07 10:43:00";"2013-06-03 10:43:00";"2";"1200 E WOOD AVE Salt Lake City Utah  (40.73509640500049, -111.85641838399971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387201";"2499-17";"STOLEN VEHICLE";"2013-06-07 12:03:00";"2013-06-07 12:03:00";"6";"600 N 3800 W Salt Lake City Utah  (40.78230238100048, -111.98006285199972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387231";"2499-17";"STOLEN VEHICLE";"2013-06-07 12:57:00";"2013-06-07 12:57:00";"6";"1600 W BRIAR ROSE PL Salt Lake City Utah  (40.733841853000456, -111.9372453799997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138739";"2404-0";"STOLEN VEHICLE";"2013-01-17 21:14:00";"2013-01-17 12:00:00";"5";"1300 S JEFFERSON ST Salt Lake City Utah  (40.74150326300048, -111.89534300199966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387411";"2407-0";"STOLEN VEHICLE";"2013-06-07 17:46:00";"2013-06-07 17:46:00";"6";"500 W 400 N Salt Lake City Utah  (40.77805731000046, -111.90559871299968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138750";"2499-17";"STOLEN VEHICLE";"2013-01-17 21:42:00";"2013-01-17 21:42:00";"5";"200 S RIO GRANDE ST Salt Lake City Utah  (40.76482373300047, -111.90411309999968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387540";"2499-16";"STOLEN VEHICLE";"2013-06-07 21:48:00";"2013-06-07 21:48:00";"6";"400 S 500 E Salt Lake City Utah  (40.76046169800048, -111.8768161429997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201387964";"2499-14";"STOLEN VEHICLE";"2013-06-08 17:29:00";"2013-06-08 17:29:00";"7";"400 S MAIN ST Salt Lake City Utah  (40.760572323000474, -111.89122585099972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2013880";"2499-17";"STOLEN VEHICLE";"2013-01-02 18:11:00";"2013-01-02 13:00:00";"4";"1300 S STATE ST Salt Lake City Utah  (40.7415210850005, -111.88826244099971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388016";"2499-13";"STOLEN VEHICLE";"2013-06-08 18:40:00";"2013-06-08 18:40:00";"7";"200 S RIO GRANDE ST Salt Lake City Utah  (40.76482373300047, -111.90411309999968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388051";"2499-16";"STOLEN VEHICLE";"2013-06-08 19:49:00";"2013-06-08 19:49:00";"7";"1800 W 500 N Salt Lake City Utah  (40.7584185070005, -111.94183017599971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388195";"2499-17";"STOLEN VEHICLE";"2013-06-09 00:08:00";"2013-06-09 00:08:00";"1";"200 E 200 S Salt Lake City Utah  (40.76499708600045, -111.88523847799968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388384";"2499-14";"STOLEN VEHICLE";"2013-06-09 11:50:00";"2013-06-09 11:24:00";"1";"200 S RIO GRANDE ST Salt Lake City Utah  (40.76482373300047, -111.90411309999968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388514";"2499-14";"STOLEN VEHICLE";"2013-06-09 16:51:00";"2013-06-09 16:51:00";"1";"1300 S UTAHNA CIR Salt Lake City Utah  (40.73896766100046, -111.92335834999972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388537";"2499-13";"STOLEN VEHICLE";"2013-06-09 17:40:00";"2013-06-09 17:40:00";"1";"300 S WEST TEMPLE ST Salt Lake City Utah  (40.762693354000476, -111.8939928259997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388642";"2404-0";"STOLEN VEHICLE";"2013-06-10 21:44:00";"2013-06-09 23:00:00";"1";"500 E 300 S Salt Lake City Utah  (40.76281349700048, -111.87664750199968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388786";"2499-17";"STOLEN VEHICLE";"2013-06-10 05:39:00";"2013-06-10 05:39:00";"2";"1600 W NORTHWOOD AVE Salt Lake City Utah  (40.78292857000048, -111.93698735099969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388801";"2408-0";"STOLEN VEHICLE";"2013-06-10 06:57:00";"2013-06-10 06:57:00";"2";"1900 W NORTH TEMPLE ST Salt Lake City Utah  (40.77166859500045, -111.94559007199967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388813";"2499-14";"STOLEN VEHICLE";"2013-06-10 07:15:00";"2013-06-10 07:15:00";"2";"4TH AVE / T ST Salt Lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388824";"2499-13";"STOLEN VEHICLE";"2013-06-10 07:47:00";"2013-06-10 07:47:00";"2";"200 S FOSS ST Salt Lake City Utah  (40.76487192500048, -111.9348839059997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388839";"2404-64";"STOLEN VEHICLE";"2013-06-10 08:18:00";"2013-06-09 13:45:00";"1";"1900 S STATE ST Salt Lake City Utah  (40.72857095000046, -111.88827672699966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138887";"2499-17";"STOLEN VEHICLE";"2013-01-18 08:16:00";"2013-01-18 08:00:00";"6";"1500 S 800 E Salt Lake City Utah  (40.737070074000485, -111.86819965399968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388949";"2499-17";"STOLEN VEHICLE";"2013-06-10 11:41:00";"2013-06-08 12:00:00";"7";"4000 W 1820 S Salt Lake City Utah  (40.73090750200049, -111.98608181799972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201388953";"2499-13";"STOLEN VEHICLE";"2013-06-10 12:02:00";"2013-06-10 09:00:00";"2";"1400 S WEST TEMPLE ST Salt Lake City Utah  (40.739161252000486, -111.89395514399968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389002";"2499-14";"STOLEN VEHICLE";"2013-06-10 13:08:00";"2013-06-10 13:08:00";"2";"CALIFORNIA AVE / UTAH ST Salt Lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389030";"2499-13";"STOLEN VEHICLE";"2013-06-10 13:37:00";"2013-06-10 13:37:00";"2";"2100 S 800 E Salt Lake City Utah  (40.725344281000446, -111.86823359899967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20138907";"2499-13";"STOLEN VEHICLE";"2013-01-18 09:03:00";"2013-01-17 18:00:00";"5";"1400 S WEST TEMPLE ST Salt Lake City Utah  (40.739161252000486, -111.89395514399968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389149";"2411-0";"STOLEN VEHICLE";"2013-06-10 16:21:00";"2013-06-08 15:00:00";"7";"2500 E WILMINGTON AVE Salt Lake City Utah  (40.72380569000046, -111.8181488569997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389284";"2499-14";"STOLEN VEHICLE";"2013-06-10 20:33:00";"2013-06-10 20:33:00";"2";"1600 S REDWOOD RD Salt Lake City Utah  (40.7358212150005, -111.93909567499969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389438";"2499-13";"STOLEN VEHICLE";"2013-06-11 03:59:00";"2013-06-11 03:59:00";"3";"400 E 2100 S Salt Lake City Utah  (40.72542474000045, -111.87954803099967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389556";"2499-13";"STOLEN VEHICLE";"2013-06-11 08:41:00";"2013-06-10 18:00:00";"2";"200 N 600 W Salt Lake City Utah  (40.77378041300045, -111.90821208499972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389557";"2499-13";"STOLEN VEHICLE";"2013-06-11 06:00:00";"2013-06-11 06:00:00";"3";"2400 S 700 E Salt Lake City Utah  (40.71765191100047, -111.87127501599969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389573";"2499-13";"STOLEN VEHICLE";"2013-06-11 09:59:00";"2013-06-11 09:59:00";"3";"1200 E 2100 S Salt Lake City Utah  (40.72537602700049, -111.8566575369997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389602";"2404-0";"STOLEN VEHICLE";"2013-06-11 11:01:00";"2013-06-11 11:01:00";"3";"600 E 400 S Salt Lake City Utah  (40.76052489300048, -111.87375096899967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389616";"2404-0";"STOLEN VEHICLE";"2013-06-11 11:19:00";"2013-06-11 11:19:00";"3";"1600 N BECK ST Salt Lake City Utah  (40.8018426320005, -111.9127658329997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201389878";"2404-0";"STOLEN VEHICLE";"2013-06-11 19:51:00";"2013-06-11 19:51:00";"3";"200 N 300 W Salt Lake City Utah  (40.77374055700045, -111.89965195199972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20139004";"2499-13";"STOLEN VEHICLE";"2013-01-18 12:25:00";"2013-01-18 09:00:00";"6";"400 E 900 S Salt Lake City Utah  (40.749762536000446, -111.87949959299971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201390058";"2499-16";"STOLEN VEHICLE";"2013-06-12 04:26:00";"2013-06-10 20:00:00";"2";"1500 W 1000 N Salt Lake City Utah  (40.79109014500045, -111.93384761699969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201390094";"2499-14";"STOLEN VEHICLE";"2013-06-12 07:34:00";"2013-06-12 07:34:00";"4";"700 N IRVING ST Salt Lake City Utah  (40.78637040600046, -111.9377407719997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201390102";"2499-17";"STOLEN VEHICLE";"2013-06-12 07:40:00";"2013-06-12 07:40:00";"4";"300 W 800 S Salt Lake City Utah  (40.751999198000476, -111.89980679499968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20139016";"2499-17";"STOLEN VEHICLE";"2013-01-18 12:50:00";"2013-01-18 12:02:00";"6";"600 E 600 S Salt Lake City Utah  (40.7562863870005, -111.87372903399967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20139032";"2499-15";"STOLEN VEHICLE";"2013-01-18 13:12:00";"2013-01-11 00:01:00";"6";"700 S WEST TEMPLE ST Salt Lake City Utah  (40.75397379800046, -111.89397510699968)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201390736";"2499-13";"STOLEN VEHICLE";"2013-06-13 04:00:00";"2013-06-12 22:00:00";"4";"500 S 900 E Salt Lake City Utah  (40.75842435800047, -111.8653630989997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201390828";"2499-13";"STOLEN VEHICLE";"2013-06-13 09:31:00";"2013-06-13 03:00:00";"5";"300 E 900 S Salt Lake City Utah  (40.749763327000494, -111.88239988899971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201390875";"2499-17";"STOLEN VEHICLE";"2013-06-13 11:01:00";"2013-06-13 11:01:00";"5";"1000 S 200 W Salt Lake City Utah  (40.747140027000455, -111.89691222999971)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391127";"2499-13";"STOLEN VEHICLE";"2013-06-13 17:27:00";"2013-06-13 16:30:00";"5";"2200 S 900 E Salt Lake City Utah  (40.723192145000496, -111.8654041579997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391300";"2499-14";"STOLEN VEHICLE";"2013-06-13 22:02:00";"2013-06-13 22:02:00";"5";"1700 S STATE ST Salt Lake City Utah  (40.73343061100047, -111.88826349899966)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391406";"2499-13";"STOLEN VEHICLE";"2013-06-14 04:13:00";"2013-06-13 21:00:00";"5";"1300 S UTAHNA CIR Salt Lake City Utah  (40.73896766100046, -111.92335834999972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391517";"2499-17";"STOLEN VEHICLE";"2013-06-14 10:38:00";"2013-06-13 21:00:00";"5";"00 E 200 N Salt Lake City Utah  (40.773617412000476, -111.88967271099972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391530";"2404-64";"STOLEN VEHICLE";"2013-06-14 10:56:00";"2013-06-14 10:56:00";"6";"2300 W DIRECTORS RW Salt Lake City Utah  (40.745823473000485, -111.9534460329997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391543";"2499-15";"STOLEN VEHICLE";"2013-06-14 11:17:00";"2013-06-14 11:17:00";"6";"100 N 1000 W Salt Lake City Utah  (40.771703699000454, -111.91964279399969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391803";"2499-17";"STOLEN VEHICLE";"2013-06-14 17:44:00";"2013-06-14 10:00:00";"6";"1200 W 400 S Salt Lake City Utah  (40.74281084900048, -111.87964728799972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391893";"2499-13";"STOLEN VEHICLE";"2013-06-14 21:04:00";"2013-06-14 19:30:00";"6";"1700 W 400 N Salt Lake City Utah  (40.77816930000046, -111.93952430599967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201391903";"2404-0";"STOLEN VEHICLE";"2013-06-14 21:19:00";"2013-06-14 16:45:00";"6";"2300 S 700 E Salt Lake City Utah  (40.720801114000494, -111.8712667429997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20139201";"2404-0";"STOLEN VEHICLE";"2013-01-18 17:45:00";"2013-01-18 17:45:00";"6";"2000 S 900 W Salt Lake City Utah  (40.72714925300045, -111.91690177099969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392033";"2499-13";"STOLEN VEHICLE";"2013-06-15 01:44:00";"2013-06-15 01:44:00";"7";"200 S 200 W Salt Lake City Utah  (40.7649210190005, -111.89686318699967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392134";"2404-0";"STOLEN VEHICLE";"2013-06-15 08:39:00";"2013-06-15 08:39:00";"7";"400 S 1300 E Salt Lake City Utah  (40.760563284000455, -111.85392449499972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392442";"2499-14";"STOLEN VEHICLE";"2013-06-15 18:06:00";"2013-06-15 18:06:00";"7";"MOJAVE DR / MIAMI RD Salt Lake City Utah  (40.66726905100046, -111.92357267799969)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392851";"2499-13";"STOLEN VEHICLE";"2013-06-16 10:00:00";"2013-06-16 10:00:00";"1";"1300 S 1200 W Salt Lake City Utah  (40.740990243000454, -111.9258872049997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392868";"2499-17";"STOLEN VEHICLE";"2013-06-16 10:41:00";"2013-06-16 05:30:00";"1";"1100 E KENSINGTON AVE Salt Lake City Utah  (40.736336820000474, -111.8594782399997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392907";"2499-13";"STOLEN VEHICLE";"2013-06-16 12:17:00";"2013-06-16 12:17:00";"1";"700 W PAXTON AVE Salt Lake City Utah  (40.74356878800046, -111.91118731499967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201392989";"2499-14";"STOLEN VEHICLE";"2013-06-16 15:28:00";"2013-06-16 15:28:00";"1";"00 E 1700 S Salt Lake City Utah  (40.73351144100047, -111.85950483899967)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201393150";"2499-13";"STOLEN VEHICLE";"2013-06-16 21:02:00";"2013-06-16 21:02:00";"1";"1800 S MAIN ST Salt Lake City Utah  (40.730931014000475, -111.8911541929997)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201393385";"2499-14";"STOLEN VEHICLE";"2013-06-17 09:55:00";"2013-06-17 09:55:00";"2";"500 S REDWOOD RD Salt Lake City Utah  (40.75831364800047, -111.93906526599972)";" Salt Lake City Utah  (40.66726905100046, -111.92357267799969)"
